Symbol,Date,Close,Signal,Theta,Half_Life,Deviation_Xt,Prev_Xt,Upper_Band,Lower_Band,Regime_Valid
MARUTI.NS,2026-01-20,15879.0,BUY,0.11832873426829951,5.8578094732957915,1668.0714111328125,1987.6755810546874,3145.190443052727,1681.6564783765511,True
AUROPHARMA.NS,2026-01-20,1141.699951171875,BUY,0.1363655673669611,5.083007345209655,-1.3576583862304688,24.601322937011673,116.66306621835348,1.9524007112924124,True
EICHERMOT.NS,2026-01-20,7173.5,BUY,0.25439595607831483,2.7246784549773366,924.9224707031253,1084.5936450195313,1420.1646296958738,984.9913558557206,True
UPL.NS,2026-01-20,723.4500122070312,BUY,0.3202691087292679,2.164264868722888,26.658408508300795,90.73309417724613,113.54503637369838,54.54702103508866,True
IDFCFIRSTB.NS,2026-01-20,82.08999633789062,BUY,0.17062726522055052,4.062347126433706,8.446108512878425,9.60154779434204,15.14541592797732,8.732778027983853,True
BIOCON.NS,2026-01-20,366.8500061035156,BUY,0.10934526847218376,6.339068806953218,3.131024932861351,12.472020568847654,59.96706523891717,3.546782750555412,True
BHARATFORG.NS,2026-01-20,1394.0999755859375,BUY,0.17731985045264356,3.9090219103532498,130.69980529785153,152.9535888671876,253.4615432538685,136.24693651203,True
SBILIFE.NS,2026-01-20,2049.10009765625,BUY,0.20831246884828392,3.3274397082047518,194.15059631347663,221.19670043945302,293.2598765466287,196.42862252549696,True
SYNGENE.NS,2026-01-20,606.0,BUY,0.21136869206600856,3.279327575833613,-45.74002868652349,-26.793827514648456,6.565645620306942,-45.26586869354978,True
HAVELLS.NS,2026-01-20,1346.300048828125,BUY,0.229816555625989,3.0160889787591967,-165.23481079101566,-65.18113098144522,-29.5501647194994,-145.16180582939504,True
LAURUSLABS.NS,2026-01-20,1035.5,BUY,0.18738679023972413,3.699018376232398,196.27463348388676,225.66413299560543,301.42152753596105,207.41628608533955,True
PIDILITIND.NS,2026-01-20,1435.199951171875,BUY,0.3587976093252017,1.931861201259289,-60.28875732421875,-20.530870971679633,18.2942608092618,-45.04563373342209,True
TVSMOTOR.NS,2026-01-20,3615.699951171875,BUY,0.22503649288017924,3.0801545637711825,421.20920288085927,513.0071533203127,699.909297392969,451.43618314048115,True
ABB.NS,2026-01-20,4691.5,BUY,0.10386290553177045,6.6736740803762675,-688.346931152344,-517.2436303710938,-50.731528672559136,-670.9217009218119,True
KFINTECH.NS,2026-01-20,1007.7999877929688,BUY,0.17678678114795607,3.920808875296156,-112.05196380615234,-84.63883361816397,14.285723233865006,-102.9735985309153,True
BPCL.NS,2026-01-20,355.20001220703125,BUY,0.11222231154536186,6.176554118471934,27.726960754394554,34.17963317871096,74.98313183943073,28.447318427396763,True
BRITANNIA.NS,2026-01-20,5884.0,BUY,0.20288299457020445,3.4164873306820827,156.09077392578092,220.82374755859382,537.6234290975012,159.84373776627635,True
