Symbol,Date,Close,Signal,Theta,Half_Life,Deviation_Xt,Mu_OU,Sigma_OU,Upper_Band,Lower_Band,Drift_Z,Regime_Valid,Drift_Dominant,Filter_Reason
ABCAPITAL.NS,2026-07-01,393.1499938964844,FILTERED_SELL,0.2823730829831187,2.4547211555620696,54.92324401855467,35.0769842092549,7.429526670576041,54.84961678348522,15.304351635024585,0.7542942930981406,True,False,DriftZ=0.75<=1.28
RELINFRA.NS,2026-07-01,73.61000061035156,FILTERED_BUY,0.014805596736219374,46.81656490509961,-60.91839939117432,-13.8058560370771,2.035458617897564,9.851397106836897,-37.4631091809911,0.34268901955810693,False,False,Theta=0.0148<0.02; HalfLife=46.82>25; DriftZ=0.34<=1.28
RELAXO.NS,2026-07-01,410.0,FILTERED_BUY,0.00022603421017847148,3066.5587302588046,39.73635025024413,13161.138106637398,10.793245490023505,14176.40439486689,12145.871818407906,0.27479090373519516,False,False,Theta=0.0002<0.02; HalfLife=3066.56>25; DriftZ=0.27<=1.28
RBA.NS,2026-07-01,77.08999633789062,FILTERED_BUY,0.013962834655695394,49.642296686311674,9.844546394348143,23.484857999488955,1.1170843595058486,36.85432739524226,10.115388603735655,0.1704951053821885,False,False,Theta=0.0140<0.02; HalfLife=49.64>25; DriftZ=0.17<=1.28
RANEHOLDIN.NS,2026-07-01,1720.300048828125,FILTERED_BUY,0.01069323660546306,64.82108328228928,358.11705017089844,1129.1086397594515,43.3971102979854,1722.6093206719743,535.6079588469288,0.1899756788339705,False,False,Theta=0.0107<0.02; HalfLife=64.82>25; DriftZ=0.19<=1.28
RACE.NS,2026-07-01,111.38999938964844,SELL,0.49426218246983095,1.402387650004467,-35.93570041656494,-44.11238022897203,2.502953111996918,-39.07750142962473,-49.147259028319326,1.6146621325291177,True,True,
QUESS.NS,2026-07-01,273.3999938964844,FILTERED_BUY,0.00015137703254244631,4578.945490727505,56.83794441223145,12718.040714715076,5.533590748114773,13354.091862483696,12081.989566946457,0.3463601467888843,False,False,Theta=0.0002<0.02; HalfLife=4578.95>25; DriftZ=0.35<=1.28
PHOENIXLTD.NS,2026-07-01,2018.5,FILTERED_SELL,0.16483516632451023,4.205092857402465,292.218907470703,146.66189491710657,31.23224956323071,255.45298509207623,37.8708047421369,0.7682096137646587,True,False,DriftZ=0.77<=1.28
PDSL.NS,2026-07-01,362.29998779296875,FILTERED_BUY,0.004511018988570929,153.65645374495114,36.76788726806643,349.10055556404575,6.964941512277522,495.75497130062126,202.44613982747023,0.20229008311851107,False,False,Theta=0.0045<0.02; HalfLife=153.66>25; DriftZ=0.20<=1.28
PAYTM.NS,2026-07-01,1203.699951171875,FILTERED_SELL,0.23467921036104827,2.953594310691412,17.42945190429691,-63.67894735510937,26.69495341366718,14.251443782830407,-141.60933849304917,0.7130357111655761,True,False,DriftZ=0.71<=1.28
PATELENG.NS,2026-07-01,34.439998626708984,FILTERED_BUY,0.00279887662032311,247.6519241780391,3.8976775836944597,69.7653054747651,0.7842726850653856,90.73008068510799,48.80053026442221,0.23506538892794682,False,False,Theta=0.0028<0.02; HalfLife=247.65>25; DriftZ=0.24<=1.28
PALREDTEC.NS,2026-07-01,59.900001525878906,FILTERED_BUY,0.003261273705586956,212.5387940829684,16.2029513835907,172.89807330292643,1.2730844331145779,204.42477816533778,141.37136844051508,0.40140753245961613,False,False,Theta=0.0033<0.02; HalfLife=212.54>25; DriftZ=0.40<=1.28
ORIENTHOT.NS,2026-07-01,137.3800048828125,FILTERED_BUY,0.002812703237623434,246.43452294868234,27.032154617309573,336.32908396021065,3.8665096785452238,439.4322835532898,233.22588436713153,0.22499891294131907,False,False,Theta=0.0028<0.02; HalfLife=246.43>25; DriftZ=0.22<=1.28
ORIENTALTL.NS,2026-07-01,5.630000114440918,FILTERED_BUY,0.3649933110497203,1.8990681735137962,-2.1751998805999753,-1.7656757014714315,0.12187502297996614,-1.4803852372758544,-2.050966165667009,1.2264497059386523,True,False,DriftZ=1.23<=1.28
ORICONENT.NS,2026-07-01,54.83000183105469,FILTERED_SELL,0.0034872334267378857,198.76707284500486,-5.838509140014651,-62.17528516018271,1.1332608856273436,-35.035626087887415,-89.31494423247801,0.17335768928742348,False,False,Theta=0.0035<0.02; HalfLife=198.77>25; DriftZ=0.17<=1.28
ORCHPHARMA.NS,2026-07-01,974.7999877929688,FILTERED_BUY,0.009835242737241547,70.47585901823402,250.9342391967773,786.9527380051808,22.45421782509536,1107.152045060514,466.75343094984765,0.23478315247928608,False,False,Theta=0.0098<0.02; HalfLife=70.48>25; DriftZ=0.23<=1.28
OBEROIRLTY.NS,2026-07-01,1804.5999755859375,FILTERED_SELL,0.17583693195206845,3.9419885962801655,176.7319555664062,72.86084527386332,25.783701441754786,159.8179783301769,-14.096287782450275,0.7083690987329639,True,False,DriftZ=0.71<=1.28
NUVAMA.NS,2026-07-01,1788.0999755859375,FILTERED_BUY,0.008317129810737837,83.33970929070472,-1644.6469891357424,1935.8548769283123,36.51703923778545,2502.1252185462527,1369.584535310372,0.8154959829500614,False,False,Theta=0.0083<0.02; HalfLife=83.34>25; DriftZ=0.82<=1.28
NPST.NS,2026-07-01,1621.800048828125,FILTERED_BUY,0.007293879184928539,95.03134929794375,165.20559631347646,1412.948084987816,50.690748475967425,2252.339298770408,573.556871205224,0.17953735622206177,False,False,Theta=0.0073<0.02; HalfLife=95.03>25; DriftZ=0.18<=1.28
NMDC.NS,2026-07-01,84.30000305175781,FILTERED_BUY,0.11437432886557151,6.060338779120859,2.780452995300294,9.579446637122635,1.623218825485499,16.36722712865768,2.7916661455875875,0.4790668531780561,True,False,DriftZ=0.48<=1.28
NINSYS.NS,2026-07-01,839.6500244140625,FILTERED_BUY,0.0058311804188110345,118.86910209876109,386.4832745361328,1317.3455716754447,14.681540890996787,1589.2450644733353,1045.446078877554,0.3697177319457566,False,False,Theta=0.0058<0.02; HalfLife=118.87>25; DriftZ=0.37<=1.28
NAVKARURB.NS,2026-07-01,0.9599999785423279,FILTERED_BUY,0.014749716237822046,46.99393326513893,-0.49743380457162867,-0.08498526538387803,0.02919884696795851,0.2550225244498577,-0.4249930552176137,0.20834723105331196,False,False,Theta=0.0147<0.02; HalfLife=46.99>25; DriftZ=0.21<=1.28
NARMADA.NS,2026-07-01,36.41999816894531,BUY,1.0380123069370568,0.667763932978086,7.214998102188112,9.216127653498186,1.4087615886391005,11.171598061251093,7.2606572457452785,1.4744844825318613,True,True,
NAGAFERT.NS,2026-07-01,3.190000057220459,FILTERED_BUY,0.15911524939938393,4.356258643821911,-1.2613999474048612,-0.9841285104014956,0.061843739665524235,-0.7648708179033736,-1.2033862028996176,0.7133804341187086,True,False,DriftZ=0.71<=1.28
NACLIND.NS,2026-07-01,222.38999938964844,FILTERED_BUY,0.007664496041823111,90.43610653298352,49.15847156524657,235.73438900811155,7.019782005032927,349.1301503679043,122.33862764831879,0.20371150837947516,False,False,Theta=0.0077<0.02; HalfLife=90.44>25; DriftZ=0.20<=1.28
MKPL.NS,2026-07-01,4.619999885559082,BUY,0.7692517926458978,0.9010667081786249,-1.11510012626648,-0.9271907052794602,0.08375974559327916,-0.7921340192651687,-1.0622473912937518,1.7257652578270986,True,True,
MFML.NS,2026-07-01,21.049999237060547,FILTERED_BUY,0.24594664099599406,2.8182827695997488,-4.599200820922853,-2.497663250377863,0.6122185812780745,-0.7518368497979309,-4.2434896509577955,0.84425092966536,True,False,DriftZ=0.84<=1.28
METROPOLIS.NS,2026-07-01,541.5999755859375,FILTERED_BUY,0.009599228100765099,72.20863732831795,-910.3961090087892,-208.25778453307925,11.116950065944977,-47.791980354481325,-368.72358871167717,0.6062801303370284,False,False,Theta=0.0096<0.02; HalfLife=72.21>25; DriftZ=0.61<=1.28
MEP.NS,2026-07-01,0.7099999785423279,FILTERED_BUY,0.04293041908043964,16.14582842206084,-0.7855500215291977,-0.6550487429535412,0.012227806657286658,-0.5715882401082045,-0.7385092457988779,0.458174939857065,True,False,DriftZ=0.46<=1.28
