Symbol,Date,Close,Signal,Theta,Half_Life,Deviation_Xt,Mu_OU,Sigma_OU,Upper_Band,Lower_Band,Drift_Z,Regime_Valid,Drift_Dominant,Filter_Reason
AAVAS.NS,2026-04-22,1392.0,FILTERED_BUY,0.0022887868119241123,302.844798366012,-138.4579992675781,1047.533391682295,28.815848887965544,1899.3453734435914,195.72140992099844,0.09420098867173268,False,False,Theta=0.0023<0.02; HalfLife=302.84>25; DriftZ=0.09<=1.28
NRL.NS,2026-04-22,56.41999816894531,FILTERED_BUY,0.0014533986733557063,476.9146919334663,-6.458001766204831,80.95582926900997,1.0699554923734436,120.64649017117708,41.26516836684286,0.11874058964611413,False,False,Theta=0.0015<0.02; HalfLife=476.91>25; DriftZ=0.12<=1.28
PRAJIND.NS,2026-04-22,382.79998779296875,FILTERED_BUY,0.00542146011674146,127.85249095894073,24.50024307250976,375.50316948321984,10.636212858642251,579.79165289813,171.2146860683097,0.1789122116758878,False,False,Theta=0.0054<0.02; HalfLife=127.85>25; DriftZ=0.18<=1.28
POLICYBZR.NS,2026-04-22,1625.800048828125,FILTERED_SELL,0.13474868860075112,5.143999453780818,-85.97945495605472,-236.49083487571795,36.67185482928348,-95.20923606465041,-377.77243368678546,0.5530456847104701,True,False,DriftZ=0.55<=1.28
PILITA.NS,2026-04-22,8.09000015258789,FILTERED_SELL,0.1894558963008848,3.6586202598789646,-3.28714985370636,-4.4834190413356145,0.3034508364209201,-3.4974817945906898,-5.469356288080539,0.7468763435703848,True,False,DriftZ=0.75<=1.28
PEARLPOLY.NS,2026-04-22,21.639999389648438,FILTERED_BUY,0.0021272824349662387,325.8369312728077,-3.505050611495971,26.383026995819648,0.7237210725356821,48.573861723206406,4.192192268432887,0.08785205367336536,False,False,Theta=0.0021<0.02; HalfLife=325.84>25; DriftZ=0.09<=1.28
PANACEABIO.NS,2026-04-22,363.79998779296875,SELL,0.3553282123194191,1.9507237436492852,-21.69076156616211,-62.61007450183923,10.837278800211662,-36.898989831844254,-88.32115917183421,1.341645498175156,True,True,
ORIENTELEC.NS,2026-04-22,186.3800048828125,FILTERED_SELL,0.17706060833649584,3.914745278874507,-5.763069381713876,-24.722401712235435,5.007795178369133,-7.891763697210376,-41.5530397272605,0.6703450913080643,True,False,DriftZ=0.67<=1.28
ONMOBILE.NS,2026-04-22,55.09000015258789,FILTERED_SELL,0.11629864557967266,5.960062364484642,-1.0190498161315915,-7.505978768443198,1.5196257624515819,-1.2041831056074859,-13.80777443127891,0.4964518697737214,True,False,DriftZ=0.50<=1.28
OCCLLTD.NS,2026-04-22,103.36000061035156,FILTERED_SELL,0.10421965198470381,6.650829928521327,-7.628393707275393,-20.22180036735948,2.864228336998887,-7.674571332325218,-32.76902940239374,0.458231783570377,True,False,DriftZ=0.46<=1.28
NOCIL.NS,2026-04-22,177.47999572753906,FILTERED_BUY,0.005440716234271441,127.39998755931511,11.25348106384277,132.23566515963418,4.215117141269886,213.051526978906,51.41980334036235,0.1561592978337214,False,False,Theta=0.0054<0.02; HalfLife=127.40>25; DriftZ=0.16<=1.28
ABB.NS,2026-04-22,7587.0,FILTERED_BUY,0.015020066952224414,46.148075289191226,2106.554113769531,3721.185470571593,133.21340146324073,5258.373455524209,2183.9974856189774,0.18205278760200452,False,False,Theta=0.0150<0.02; HalfLife=46.15>25; DriftZ=0.18<=1.28
MUKANDLTD.NS,2026-04-22,146.66000366210938,FILTERED_SELL,0.15679061384463808,4.4208461435502535,13.874595298767076,-1.0337453878490126,3.5927612690624726,11.797928920955341,-13.865419696653367,0.650610411492633,True,False,DriftZ=0.65<=1.28
