Symbol,Date,Close,Signal,Theta,Half_Life,Deviation_Xt,Prev_Xt,Upper_Band,Lower_Band,Regime_Valid
CURAA.NS,2026-06-18,88.02999877929688,SELL,0.11972749918078736,5.789373245934919,-44.43715145111085,-50.925953636169424,-45.957775328315904,-71.45521548076752,True
DBEIL.NS,2026-06-18,8.994000434875488,BUY,0.2291127769944234,3.025353669284086,-99.62008804798126,-19.28475355148315,-13.456290881849206,-76.16784354889475,True
MAHLIFE.NS,2026-06-18,350.1499938964844,SELL,0.3314672030012174,2.0911486092257503,-13.417756652832054,-17.15150665283204,-15.388442280434035,-54.33290376348886,True
METROPOLIS.NS,2026-06-18,542.5,SELL,0.8661104767049268,0.8002988062181033,-975.1461499023437,-980.1103503417969,-1045.7953903124042,-1445.3182438557285,True
NARMADA.NS,2026-06-18,35.25,BUY,0.9411678897568619,0.7364755938911287,6.708299932479857,7.604801759719848,10.806922622529829,6.988104224793498,True
NPST.NS,2026-06-18,1604.0,FILTERED_BUY,0.00490530028394157,141.30575916607876,125.4254718017578,141.6421478271484,3439.9676345610546,1119.0151563344657,False
NYKAA.NS,2026-06-18,298.1000061035156,SELL,0.12650524090702786,5.479197348585408,41.40080673217773,24.57211288452146,39.429341185000084,0.6634854295559123,True
POKARNA.NS,2026-06-18,944.0499877929688,SELL,0.2031218060858819,3.4124705462045557,82.44625793457033,44.39816650390628,69.4620062358574,-69.58434022426992,True
SRD.NS,2026-06-18,41.47999954223633,SELL,0.2375105336387322,2.918385007775124,-16.44256093978882,-18.777685470581055,-16.8511978084218,-24.175021246998718,True
THOMASCOTT.NS,2026-06-18,296.95001220703125,SELL,0.2498110756291766,2.774685545123162,-21.28708778381349,-24.43486213684082,-21.568597804038156,-93.44176922485039,True
TICL.NS,2026-06-18,19.510000228881836,BUY,0.30936865887608017,2.2405216581347056,-5.480999813079833,-4.673549661636354,-1.5494026253422866,-5.341561537522605,True
