Symbol,Date,Close,Signal,Theta,Half_Life,Deviation_Xt,Prev_Xt,Upper_Band,Lower_Band,Regime_Valid
3MINDIA.NS,2026-03-04,34280.0,BUY,0.29540140527014047,2.3464586430320864,2238.1278515625017,3658.6339746093763,5910.906271444486,2336.812237510816,True
MASFIN.NS,2026-03-04,306.0,BUY,0.1916217647082296,3.6172674936761844,-5.222487182617215,4.28459365844725,37.921279116227375,-3.5219872408930755,True
NAM-INDIA.NS,2026-03-04,850.4500122070312,BUY,0.21632510337649824,3.2041920689785717,10.885354003906286,64.47721801757814,160.73252735273257,22.780990292498885,True
NESTLEIND.NS,2026-03-04,1245.300048828125,BUY,0.13797589482795938,5.0236831688913695,17.417024536132885,52.04664062500001,122.82266462022368,20.30968489791529,True
NIVABUPA.NS,2026-03-04,72.5,BUY,0.2886744543088074,2.401137926179142,-7.496749916076666,-6.289996871948247,-1.411077326774468,-6.4806733887698975,True
NMDC.NS,2026-03-04,76.70999908447266,BUY,0.20179325599885747,3.4349372932654885,1.6801210403442326,6.27204677581787,13.508058169583105,2.5361924557546267,True
NPST.NS,2026-03-04,1045.199951171875,BUY,0.2625622630650943,2.639934514839631,-735.9145788574219,-710.0162377929687,-464.5309932428139,-732.3390864376239,True
OBCL.NS,2026-03-04,59.9900016784668,SELL,0.6762277202921565,1.0250203589117568,4.581801834106443,0.7847483253478984,2.0776226461180354,-1.375161840669568,True
ORIENTELEC.NS,2026-03-04,190.13999938964844,SELL,0.13510474450073853,5.130442925016274,-10.979681854248042,-19.374785461425773,-13.069527147082962,-46.80844907644172,True
PNB.NS,2026-03-04,121.37000274658203,BUY,0.22195655892622876,3.1228956869453235,6.410559272766108,11.209109001159675,18.810624624181777,7.152952924780978,True
PONNIERODE.NS,2026-03-04,289.6000061035156,SELL,0.2960093751927966,2.3416392812169726,-4.448370513916018,-31.562891082763656,-17.67366587408346,-46.63623858479304,True
RHIM.NS,2026-03-04,399.6000061035156,BUY,0.2208162149810499,3.1390230134115384,-65.05329299926757,-47.603739013671884,10.562928447039592,-57.40623168409027,True
SCILAL.NS,2026-03-04,43.220001220703125,BUY,0.20893363197870593,3.3175471751268333,-6.202539176940917,-5.168371963500974,-1.719355394608245,-6.1940433677184235,True
SMARTLINK.NS,2026-03-04,116.5999984741211,BUY,0.1870027077637921,3.706615742887944,-25.43840190887451,-23.560953445434563,-10.673698028271147,-25.265057793662848,True
SOMANYCERA.NS,2026-03-04,374.45001220703125,BUY,0.3582578530355837,1.9347717703513925,-91.24361022949216,-77.79075271606445,-46.74925690802479,-84.29567901906353,True
STCINDIA.NS,2026-03-04,107.31999969482422,BUY,0.1803623254247478,3.8430818571872183,-21.94125049591065,-18.850351409912122,2.7631129198842928,-20.56193436071449,True
SUNTECK.NS,2026-03-04,375.54998779296875,BUY,0.19630611935629463,3.530950450413044,-44.017774353027335,-28.669423675537132,13.088884162160387,-43.861990577869975,True
TCI.NS,2026-03-04,955.5999755859375,BUY,0.1603076007146017,4.323857243637292,-170.40802642822268,-150.106014099121,-24.41175252902366,-166.50381651233783,True
TGBHOTELS.NS,2026-03-04,8.8100004196167,BUY,0.34819512100559075,1.9906860801441726,-2.239449596405029,-2.0072498226165774,-1.2410784866987408,-2.1100530228691534,True
TRIDENT.NS,2026-03-04,23.579999923706055,BUY,0.13896627884811108,4.987880414625976,-4.982608184814453,-4.149833755493162,-0.23718798093183802,-4.915239526501271,True
TTML.NS,2026-03-04,38.70000076293945,BUY,0.17286987146923813,4.009647110099746,-17.173849277496338,-16.101501102447507,-7.405970664654905,-16.95131041353952,True
UCOBANK.NS,2026-03-04,27.25,BUY,0.29528337102423385,2.347396597904116,-3.0108500289916975,-1.6913498783111578,-0.608141592241038,-2.757971306487714,True
UMAEXPORTS.NS,2026-03-04,24.780000686645508,BUY,0.11659629196846895,5.944847549246185,-21.653699407577513,-20.845650157928468,-15.6877749735816,-21.637681321393256,True
UNIINFO.NS,2026-03-04,12.84000015258789,BUY,0.13567999718582618,5.108691000417819,-4.619199857711791,-3.629749855995179,-1.3371796915275143,-4.511998272481572,True
VENKEYS.NS,2026-03-04,1258.9000244140625,BUY,0.10669580983227854,6.496479867855583,-234.62709411621086,-196.71898742675785,97.69880018590541,-214.93063110006855,True
VIJAYA.NS,2026-03-04,941.7000122070312,BUY,0.2555591697000517,2.7122766965219367,-66.66304046630864,-29.094433288574237,30.240047773603763,-63.147987527880034,True
VIKASECO.NS,2026-03-04,1.309999942779541,BUY,0.20238602830658967,3.424876639754566,-0.6538000541925431,-0.6290999633073806,-0.3873753823611127,-0.6431617981296797,True
MINDTECK.NS,2026-03-04,193.0,BUY,0.3015676936132973,2.2984795627636876,-31.52402481079102,-18.576486663818372,5.043903329617372,-28.18859538634669,True
JKCEMENT.NS,2026-03-04,5527.0,BUY,0.48608179598411766,1.4259887662663946,-545.9337402343754,-463.4931811523438,-86.03361820481086,-525.4743235116091,True
AAKASH.NS,2026-03-04,9.920000076293945,SELL,0.11501303706745432,6.026683567649982,0.6474500846862785,-0.9353000688552857,0.382025767321853,-1.8381913000156318,True
JINDRILL.NS,2026-03-04,598.2999877929688,SELL,0.09023030879205803,7.681977262843584,19.749727325439494,-56.827590789794954,13.348725854725558,-171.91425000050845,True
AARTIPHARM.NS,2026-03-04,677.8499755859375,BUY,0.17373531613469942,3.989673464101787,-141.67509094238278,-114.65052612304692,-17.117338844202465,-140.04658306379145,True
AARVI.NS,2026-03-04,117.26000213623047,BUY,0.16906507629050213,4.099883877666848,-2.3267710876464776,3.01687084197998,19.15454118294663,-0.17402552541908456,True
ADOR.NS,2026-03-04,1012.5999755859375,BUY,0.26321760966583435,2.633361732294144,-16.97381591796875,-1.58818023681647,87.67433762495142,-9.568179197358681,True
ADVANIHOTR.NS,2026-03-04,52.790000915527344,BUY,0.35274232551222895,1.9650241278910974,-5.929276809692382,-4.682674503326417,0.32287707350877604,-5.508544904819716,True
AGSTRA.NS,2026-03-04,3.2100000381469727,BUY,0.1199342636033005,5.779392474969683,-1.3824499583244325,-1.2497000908851623,-0.6896486460517255,-1.3521782272277894,True
ANANTRAJ.NS,2026-03-04,489.29998779296875,BUY,0.13116635186292808,5.2844892818571365,-82.44609619140624,-62.73727340698247,32.14133089763858,-78.16858688434178,True
ASMS.NS,2026-03-04,9.109999656677246,BUY,0.3057616622015703,2.2669525524197174,-3.926750349998475,-3.2661995887756348,-0.6908371508075788,-3.6390235820402337,True
BGRENERGY.NS,2026-03-04,294.20001220703125,BUY,0.10317264952222405,6.7183229641750835,37.431362571716306,53.78179431915282,135.28807102683518,38.44726319989507,True
CRAFTSMAN.NS,2026-03-04,7421.5,BUY,0.2746505567504797,2.5237421280367918,692.0233520507809,948.9049560546873,1689.48691618244,743.6876076415286,True
DABUR.NS,2026-03-04,487.3999938964844,BUY,0.14657615036542126,4.728921989231513,-17.96476989746094,2.2915626525879134,27.589603362226946,-17.120216934598197,True
DCBBANK.NS,2026-03-04,173.4199981689453,BUY,0.2699515030270828,2.5676729812110195,18.318612709045397,26.400321540832522,48.23644372030024,23.27593523986439,True
DIAMINESQ.NS,2026-03-04,222.57000732421875,BUY,0.4986371953881236,1.3900831846698103,-98.41408287048341,-89.61957878112793,-76.20764712421122,-95.0987908487041,True
